,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
22960,BL143604,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22961,BL143605,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22964,BL143606,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22966,BL143607,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22968,BL143608,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22969,BL143609,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22973,BL143610,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22974,BL143611,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22976,BL143612,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22979,BL143613,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22981,BL143614,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22982,BL143615,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22983,BL143616,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22984,BL143617,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22985,BL143618,REPLACE PL81237  DEMO PERMIT 162614,2018.0,,Residential,RESIDENTIAL,Other
22986,BL143619,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22988,BL143620,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22989,BL143621,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22994,BL143622,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22995,BL143623,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22996,BL143624,Unknown,2018.0,,Residential,RESIDENTIAL,Other
22998,BL143625,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23001,BL143626,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23002,BL143627,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23003,BL143628,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23004,BL143629,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23007,BL143631,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23008,BL143632,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23009,BL143634,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23172,BL143734,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23173,BL143735,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23174,BL143736,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23175,BL143737,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23176,BL143738,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23177,BL143739,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23179,BL143740,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23181,BL143741,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23182,BL143742,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23183,BL143743,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23184,BL143744,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23185,BL143745,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23186,BL143746,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23187,BL143747,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23188,BL143748,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23189,BL143749,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23191,BL143750,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23192,BL143751,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23193,BL143752,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23194,BL143753,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23195,BL143754,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23196,BL143755,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23197,BL143756,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23198,BL143757,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23199,BL143758,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23200,BL143759,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23202,BL143760,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23204,BL143761,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23205,BL143762,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23206,BL143763,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23207,BL143764,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23208,BL143765,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23209,BL143766,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23210,BL143767,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23211,BL143768,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23212,BL143769,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23214,BL143770,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23215,BL143771,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23216,BL143772,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23217,BL143773,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23218,BL143774,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23219,BL143775,Unknown,2018.0,,Commercial,OTHER SERVICE,Other
23220,BL143776,Unknown,2018.0,,Commercial,GAS STATION,Other
23221,BL143777,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23222,BL143778,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23223,BL143779,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23225,BL143780,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23226,BL143781,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23227,BL143782,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23228,BL143783,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23229,BL143784,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23230,BL143785,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23231,BL143786,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23232,BL143787,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23233,BL143788,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23234,BL143789,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23236,BL143790,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23237,BL143791,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23243,BL143792,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23244,BL143793,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23245,BL143794,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23246,BL143795,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23247,BL143796,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23248,BL143797,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23249,BL143798,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23251,BL143799,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23254,BL143800,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23255,BL143801,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23256,BL143802,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23257,BL143803,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23259,BL143804,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23260,BL143805,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23262,BL143806,Unknown,2010.0,,Residential,RESIDENTIAL,Other
23264,BL143808,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23265,BL143809,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23267,BL143810,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23268,BL143811,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23269,BL143812,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23270,BL143814,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23271,BL143815,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23272,BL143816,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23273,BL143817,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23274,BL143818,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23275,BL143819,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23277,BL143820,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23278,BL143821,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23279,BL143822,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23399,BL144201,ISLAND VIEW HIGH SCHOOL,2018.0,,Institutional,PUBLIC SCHOOL,Other
23401,BL144202,COLE HARBOUR ALL-WEATHER FIELD WASHROOM & STORAGE,2018.0,966.0,Recreation/Culture and Entertainment,PARK FACILITY,Other
23403,BL143888,DHE FIELDHOUSE,2017.0,575.0,Recreation/Culture and Entertainment,PARK FACILITY,Other
23405,BL143889,Unknown,2015.0,,Residential,RESIDENTIAL,Other
23410,BL143890,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23412,BL143891,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23414,BL143892,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23415,BL144209,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23416,BL143893,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23418,BL143894,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23419,BL144210,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23420,BL143895,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23421,BL143896,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23422,BL143897,Unknown,2018.0,,Commercial,HOTEL/MOTEL,Other
23423,BL144211,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23424,BL143898,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23425,BL144212,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23426,BL143899,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23427,BL144213,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23429,BL144214,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23430,BL143900,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23432,BL143902,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23433,BL144215,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23434,BL144216,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23435,BL144217,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23436,BL144218,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23437,BL143903,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23438,BL144219,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23439,BL143904,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23441,BL143905,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23442,BL144220,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23443,BL143906,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23446,BL144221,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23447,BL144222,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23448,BL143907,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23449,BL144223,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23450,BL143908,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23451,BL144224,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23452,BL143909,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23453,BL144225,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23455,BL144226,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23456,BL143910,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23457,BL144227,Unknown,2018.0,,Residential,CAMP,Other
23458,BL143911,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23459,BL144228,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23460,BL143912,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23462,BL143913,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23463,BL144229,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23464,BL143914,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23466,BL143915,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23467,BL144230,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23469,BL144231,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23470,BL143916,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23471,BL144232,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23472,BL143917,Unknown,2018.0,,Industrial,WAREHOUSE,Other
23473,BL143918,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23475,BL144233,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23476,BL143920,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23477,BL144234,Unknown,2018.0,,Commercial,REPAIR GARAGE,Other
23478,BL143921,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23479,BL144235,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23480,BL143922,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23481,BL144236,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23482,BL143923,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23483,BL144237,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23484,BL143924,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23485,BL144238,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23486,BL143925,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23487,BL144239,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23489,BL143926,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23490,BL144240,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23492,BL144241,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23493,BL144242,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23494,BL143927,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23497,BL144243,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23498,BL143928,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23499,BL144244,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23500,BL143929,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23501,BL144246,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23503,BL144247,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23505,BL144248,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23506,BL143930,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23507,BL144249,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23508,BL143931,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23510,BL143932,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23511,BL144250,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23512,BL143933,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23514,BL143934,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23515,BL144251,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23516,BL143935,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23517,BL144252,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23518,BL143936,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23519,BL144253,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23520,BL143937,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23521,BL144254,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23522,BL143938,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23523,BL144255,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23524,BL143939,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23525,BL144256,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23527,BL143940,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23528,BL143941,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23529,BL144257,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23530,BL143942,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23531,BL144258,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23532,BL143944,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23533,BL144259,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23536,BL144260,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23538,BL144261,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23539,BL143945,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23540,BL144262,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23541,BL143946,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23542,BL144263,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23543,BL143947,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23544,BL144264,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23545,BL144265,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23546,BL144266,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23547,BL144267,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23548,BL143948,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23549,BL144268,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23550,BL143949,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23551,BL144269,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23554,BL143950,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23555,BL144270,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23556,BL144271,Unknown,2006.0,,Residential,RESIDENTIAL,Other
23557,BL143951,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23558,BL144272,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23559,BL143952,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23560,BL144273,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23561,BL143953,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23562,BL144274,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23563,BL143954,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23564,BL144275,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23565,BL143955,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23566,BL144276,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23567,BL143956,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23568,BL144277,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23569,BL143957,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23570,BL144278,Unknown,2018.0,,Residential,SENIORS RESIDENTIAL COMPLEX,Other
23571,BL143958,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23572,BL144279,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23573,BL143959,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23576,BL144280,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23577,BL143960,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23579,BL143961,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23580,BL143962,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23581,BL144281,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23582,BL143963,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23583,BL144282,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23584,BL143964,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23586,BL143965,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23588,BL144283,Unknown,2018.0,,Commercial,GAS STATION,Other
23592,BL144284,THE BOSS PLAZA,2015.0,,Residential,RESIDENTIAL,Other
23593,BL143966,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23595,BL143967,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23603,BL144285,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23605,BL144286,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23606,BL143968,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23607,BL144287,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23608,BL143969,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23609,BL144288,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23611,BL144289,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23612,BL143970,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23614,BL143971,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23615,BL144290,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23616,BL143972,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23618,BL143973,Unknown,2014.0,,Residential,RESIDENTIAL,Other
23620,BL143974,Unknown,2014.0,,Residential,RESIDENTIAL,Other
23621,BL144291,Unknown,2016.0,,Commercial,OTHER SERVICE,Other
23622,BL143975,Unknown,2014.0,,Residential,RESIDENTIAL,Other
23623,BL144292,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23624,BL143976,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23625,BL144293,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23626,BL143977,Unknown,2003.0,,Residential,RESIDENTIAL,Other
23627,BL143979,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23630,BL144294,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23631,BL143980,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23632,BL144295,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23633,BL143981,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23634,BL144296,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23635,BL143982,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23637,BL143983,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23639,BL143984,Unknown,2016.0,,Residential,RESIDENTIAL,Other
23641,BL143985,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23643,BL143986,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23645,BL143987,Unknown,2017.0,,Residential,RESIDENTIAL,Other
23647,BL143988,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23649,BL143989,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23653,BL143990,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23658,BL143991,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23660,BL143992,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23662,BL143993,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23664,BL143994,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23666,BL143995,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23668,BL143996,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23670,BL143997,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23678,BL143998,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23680,BL143999,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23688,BL144000,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23690,BL144001,Unknown,2018.0,,Residential,RESIDENTIAL,Other
23788,BL144035,BLACK BINNEY HOUSE,1891.0,,In Transition,VACANT,Other
23795,BL14437,Unknown,2011.0,,Residential,RESIDENTIAL,Other
23806,BL144046,Unknown,2015.0,,Residential,RESIDENTIAL,Other
23827,BL144047,Unknown,2015.0,,Residential,RESIDENTIAL,Other
23869,BL144063,BENJAMIN WIER HOUSE,1864.0,,Commercial,OFFICE,Other
24002,BL146332,Unknown,2016.0,,Residential,RESIDENTIAL,Other
24006,BL146333,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24009,BL146029,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24010,BL146334,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24017,BL146030,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24018,BL146336,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24021,BL146337,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24022,BL146031,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24026,BL146032,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24029,BL146338,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24030,BL146033,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24033,BL146339,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24034,BL146034,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24038,BL146035,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24041,BL146340,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24042,BL146036,Unknown,2018.0,,Commercial,GAS STATION,Other
24432,BL146341,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24433,BL146342,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24434,BL146037,Unknown,2018.0,,Commercial,OTHER SERVICE,Other
24439,BL146038,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24440,BL146343,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24443,BL146039,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24444,BL146344,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24447,BL146345,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24452,BL146346,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24455,BL146040,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24459,BL146041,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24463,BL146042,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24467,BL146043,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24468,BL146347,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24470,BL146044,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24471,BL146348,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24474,BL146046,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24478,BL146047,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24479,BL146349,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24482,BL146048,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24486,BL146049,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24490,BL146350,Unknown,2019.0,,Commercial,OTHER SERVICE,Other
24614,BL145322,TRANSPORTATION ELECTORAL AND MECHANICAL ENGINEERING BUILDING,2014.0,,Commercial,OFFICE,Other
24876,BL146050,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24880,BL146051,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24881,BL146351,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24883,BL146053,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24884,BL146352,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24885,BL146054,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24887,BL146353,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24888,BL146055,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24890,BL146354,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24891,BL146056,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24893,BL146355,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24894,BL146057,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24896,BL146356,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24897,BL146058,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24899,BL146357,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24901,BL146358,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24903,BL146059,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24904,BL146359,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24909,BL146060,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24910,BL146360,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24912,BL146061,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24913,BL146361,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24915,BL146062,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24916,BL146362,Unknown,2019.0,,Commercial,OTHER SERVICE,Other
