,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
24918,BL146063,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24919,BL146363,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24922,BL146364,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24923,BL146365,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24924,BL146366,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24925,BL146367,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24926,BL146368,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24927,BL146369,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24929,BL146370,Unknown,2018.0,,Residential,RESIDENTIAL,Other
24934,BL146375,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24935,BL146376,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24937,BL146377,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24938,BL146378,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24943,BL146380,Unknown,2016.0,,Residential,RESIDENTIAL,Other
24944,BL146381,Unknown,2016.0,,Residential,RESIDENTIAL,Other
24945,BL146382,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24946,BL146383,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24947,BL146384,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24948,BL146385,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24949,BL146386,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24950,BL146387,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24951,BL146388,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24952,BL146389,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24954,BL146390,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24955,BL146391,Unknown,2017.0,,Residential,RESIDENTIAL,Other
24956,BL146392,Unknown,2017.0,,Residential,RESIDENTIAL,Other
24957,BL146393,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24958,BL146394,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24959,BL146395,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24960,BL146396,Unknown,2019.0,,Residential,RESIDENTIAL,Other
24961,BL146397,Unknown,2019.0,,Residential,RESIDENTIAL,Other
25279,BL146064,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25282,BL146065,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25285,BL146066,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25287,BL146067,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25288,BL146068,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25289,BL146069,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25292,BL146070,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25293,BL146071,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25300,BL146072,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25302,BL146073,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25304,BL146074,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25383,BL146096,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25385,BL146097,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25387,BL146098,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25391,BL146099,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25395,BL146100,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25397,BL146101,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25399,BL146102,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25402,BL146103,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25404,BL146104,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25407,BL146105,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25409,BL146106,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25411,BL146107,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25412,BL145740,THE KEEP,2017.0,,Residential,RESIDENTIAL,Other
25413,BL146108,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25415,BL146109,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25419,BL146110,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25421,BL146111,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25423,BL146112,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25425,BL146113,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25427,BL146114,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25429,BL146115,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25431,BL146116,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25432,BL146117,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25433,BL146118,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25435,BL146119,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25439,BL146120,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25441,BL146121,Unknown,2018.0,,Commercial,STRIP MALL,Other
25453,BL146122,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25458,BL146123,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25460,BL146124,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25462,BL146125,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25464,BL146126,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25466,BL146127,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25468,BL146128,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25470,BL146129,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25474,BL146130,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25476,BL146131,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25478,BL146132,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25480,BL146133,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25482,BL146134,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25483,BL146135,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25484,BL146136,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25485,BL146137,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25487,BL146138,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25491,BL146139,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25508,BL146140,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25513,BL146141,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25515,BL146142,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25517,BL146143,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25519,BL146145,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25521,BL146146,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25523,BL146147,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25525,BL146148,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25527,BL146149,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25531,BL146150,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25533,BL146151,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25535,BL146152,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25537,BL146153,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25538,BL146154,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25539,BL146155,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25541,BL146156,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25543,BL146157,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25545,BL146158,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25548,BL146159,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25552,BL146161,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25554,BL146162,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25556,BL146163,Unknown,2015.0,,Residential,RESIDENTIAL,Other
25558,BL146164,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25560,BL146165,Unknown,2009.0,,Residential,RESIDENTIAL,Other
25562,BL146166,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25564,BL146167,Unknown,2017.0,,Residential,RESIDENTIAL,Other
25566,BL146168,Unknown,2007.0,,Residential,RESIDENTIAL,Other
25568,BL146169,Unknown,2003.0,,Residential,RESIDENTIAL,Other
25574,BL146170,Unknown,2001.0,,Residential,RESIDENTIAL,Other
25576,BL146171,Unknown,2007.0,,Residential,RESIDENTIAL,Other
25578,BL146172,Unknown,2014.0,,Residential,RESIDENTIAL,Other
25582,BL146173,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25584,BL146174,Unknown,2011.0,,Residential,RESIDENTIAL,Other
25592,BL146176,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25598,BL146177,MONAGHAN SQUARE,2018.0,,Residential,RESIDENTIAL,Other
25622,BL146178,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25624,BL146179,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25628,BL146180,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25630,BL146181,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25632,BL146182,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25636,BL146183,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25640,BL146184,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25642,BL146185,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25644,BL146186,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25645,BL146187,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25647,BL146188,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25651,BL146189,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25662,BL146190,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25664,BL146191,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25666,BL146192,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25668,BL146193,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25673,BL146194,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25675,BL146196,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25677,BL146197,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25679,BL146198,Unknown,2018.0,,Industrial,WAREHOUSE,Other
25771,BL146236,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25773,BL146237,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25774,BL146238,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25776,BL146239,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25779,BL146240,Unknown,2018.0,,Commercial,VETERINARY CLINIC,Other
25781,BL146241,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25782,BL145943,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25783,BL146242,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25784,BL145944,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25785,BL146243,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25786,BL145945,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25787,BL146244,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25788,BL145946,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25789,BL146245,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25790,BL145947,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25791,BL146246,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25792,BL145948,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25793,BL146247,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25794,BL145949,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25795,BL146248,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25796,BL145950,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25797,BL146249,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25798,BL145951,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25800,BL146250,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25802,BL146251,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25803,BL145952,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25805,BL145953,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25808,BL146252,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25809,BL145954,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25811,BL145955,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25812,BL146253,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25813,BL145956,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25814,BL146254,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25815,BL145957,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25817,BL145958,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25818,BL146255,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25819,BL145959,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25820,BL146256,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25822,BL145960,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25823,BL145961,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25825,BL145962,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25826,BL146257,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25830,BL146258,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25831,BL145963,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25832,BL146259,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25836,BL146260,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25838,BL146261,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25839,BL145964,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25840,BL146262,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25841,BL145965,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25842,BL146263,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25843,BL145966,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25844,BL146264,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25845,BL145967,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25846,BL146265,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25847,BL145968,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25848,BL145969,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25849,BL146266,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25852,BL145970,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25853,BL146267,Unknown,2014.0,,Residential,RESIDENTIAL,Other
25854,BL145971,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25855,BL146268,Unknown,2015.0,,Residential,RESIDENTIAL,Other
25856,BL145972,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25857,BL146269,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25858,BL145973,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25860,BL145974,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25861,BL146270,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25863,BL146271,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25864,BL145975,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25865,BL146272,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25866,BL145977,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25868,BL145978,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25869,BL145979,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25870,BL146273,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25872,BL145980,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25873,BL146274,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25874,BL145981,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25876,BL145982,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25877,BL146276,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25878,BL145983,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25880,BL145984,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25881,BL146277,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25883,BL146278,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25885,BL146279,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25886,BL145985,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25888,BL145986,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25889,BL146280,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25890,BL145988,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25891,BL146281,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25892,BL145989,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25893,BL146282,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25894,BL146283,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25896,BL146284,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25897,BL145990,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25898,BL146285,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25899,BL145991,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25900,BL146286,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25902,BL146287,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25903,BL145992,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25904,BL146288,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25906,BL146289,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25907,BL145993,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25909,BL146290,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25910,BL145994,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25914,BL145995,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25916,BL145996,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25917,BL146291,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25918,BL145997,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25919,BL146292,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25920,BL146293,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25921,BL145998,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25922,BL146294,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25923,BL145999,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25924,BL146295,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25926,BL146296,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25928,BL146297,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25929,BL146000,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25930,BL146298,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25931,BL146001,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25932,BL146299,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25933,BL146002,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25936,BL146300,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25937,BL146003,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25938,BL146301,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25939,BL146004,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25940,BL146302,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25941,BL146303,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25942,BL146005,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25943,BL146304,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25944,BL146305,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25945,BL146006,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25946,BL146306,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25947,BL146007,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25948,BL146307,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25949,BL146008,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25950,BL146308,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25951,BL146009,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25952,BL146309,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25956,BL146310,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25958,BL146311,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25961,BL146014,TREMONT PLATEAU PARK WASHROOM FACILITY,1988.0,200.0,Recreation/Culture and Entertainment,PARK FACILITY,Other
25964,BL146312,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25966,BL146313,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25968,BL146314,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25970,BL146315,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25972,BL146316,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25974,BL146317,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25976,BL146318,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25977,BL146021,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25978,BL146319,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25979,BL146022,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25981,BL146023,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25982,BL146320,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25983,BL146024,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25984,BL146321,Unknown,2018.0,,Residential,CAMP,Other
25985,BL146025,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25986,BL146322,Unknown,2017.0,,Residential,RESIDENTIAL,Other
25987,BL146026,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25988,BL146323,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25989,BL146027,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25990,BL146324,Unknown,2007.0,,Residential,RESIDENTIAL,Other
25991,BL146028,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25992,BL146325,Unknown,2015.0,,Residential,RESIDENTIAL,Other
25993,BL146326,Unknown,2016.0,,Residential,RESIDENTIAL,Other
25994,BL146327,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25995,BL146328,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25996,BL146329,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25998,BL146330,Unknown,2018.0,,Residential,RESIDENTIAL,Other
25999,BL146331,Unknown,2015.0,,Residential,RESIDENTIAL,Other
26129,BL148,JOHN MARTIN JUNIOR HIGH SCHOOL,1963.0,71332.0,Institutional,PUBLIC SCHOOL,Other
26288,BL148141,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26290,BL148142,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26293,BL148143,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26296,BL148144,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26297,BL148145,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26298,BL148146,Unknown,2018.0,,Residential,RESIDENTIAL,Other
26299,BL148147,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26300,BL148148,Unknown,2018.0,,Residential,RESIDENTIAL,Other
26301,BL148149,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26303,BL148150,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26304,BL148151,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26307,BL148152,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26309,BL148153,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26310,BL148154,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26315,BL148155,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26316,BL148156,Unknown,2018.0,,Residential,RESIDENTIAL,Other
26317,BL148157,Unknown,2018.0,,Residential,RESIDENTIAL,Other
26318,BL148158,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26319,BL148159,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26321,BL148160,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26437,BL148677,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26438,BL148678,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26439,BL148679,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26441,BL148680,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26442,BL148681,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26443,BL148682,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26444,BL148683,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26445,BL148684,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26446,BL148685,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26447,BL148686,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26448,BL148687,Unknown,2018.0,,Residential,RESIDENTIAL,Other
26449,BL148688,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26450,BL148689,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26452,BL148690,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26454,BL148692,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26455,BL148694,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26456,BL148695,Unknown,2019.0,,Residential,RESIDENTIAL,Other
26457,BL148696,Unknown,2019.0,,Residential,RESIDENTIAL,Other
